hospital_id,region_id,hospital_name,hospital_alternative_name,latitud,longitud,Consultas,Quirofanos,GRDxEgreso,Bienes y servicios,Remuneraciones,Dias Cama Disponibles,Consultas Urgencias,Examenes,year
113130,13,Hospital Dr. Exequiel González Cortés (Santiago - San Miguel),Hospital Exequiel González Cortés,-33.5013,-70.6541,121385.0,0.0,8320.944300000001,16108755,7957591,56760.0,92405.0,371753.0,2016
113150,13,Hospital San Luis (Buin),Hospital San Luis de Buin,-33.7336,-70.7478,22970.0,0.0,2899.8657,7811906,2145206,35636.0,66251.0,207943.0,2016
113170,13,Hospital Psiquiátrico El Peral (Santiago - Puente Alto),Hospital Sanatorio El Peral,-33.5876,-70.5704,233.0,0.0,168.0514604116577,4257629,1384736,44895.0,0.0,0.0,2016
113180,13,Hospital El Pino (Santiago - San Bernardo),Hospital Sanatorio El Pino,-33.6091,-70.7018,0.0,0.0,10288.0823,22243878,11662618,109975.0,94422.0,1162134.0,2016
109104,13,Hospital de Til Til,Hospital de Til Til,-33.1383,-70.8035,908.0,0.0,253.48084110167125,1923797,787293,8760.0,27427.0,3008.0,2016
109101,13,Hospital Clínico de Niños Dr. Roberto del Río (Santiago - Independencia),Hospital Roberto del Río,-33.4164,-70.6522,133275.0,0.0,8442.462599999999,24717072,11323525,63721.0,102547.0,562985.0,2016
109100,13,Complejo Hospitalario San José (Santiago - Independencia),Hospital San José,-33.4074,-70.6415,434203.0,0.0,16992.0828,45818340,28667963,207498.0,122491.0,3714901.0,2016
109103,13,Instituto Nacional del Cáncer Dr. Caupolicán Pardo Correa (Santiago - Recoleta),Instituto Nacional del Cáncer,-33.3986,-70.6413,135709.0,0.0,2747.1204317953807,10859582,7081239,24806.0,0.0,311590.0,2016
109102,13,Instituto Psiquiátrico Dr. José Horwitz Barak (Santiago - Recoleta),Instituto Psiquiátrico,-33.4032,-70.6418,21606.0,0.0,2281.3656060432318,11666584,5384748,121989.0,26654.0,24280.0,2016
110160,13,Hospital de Curacaví,Hospital de Curacaví,-33.3961,-71.1549,3732.0,0.0,133.8354311986137,3313645,986458,6564.0,61429.0,21024.0,2016
110150,13,Hospital San José (Melipilla),Hospital de Melipilla,-33.6864,-71.2145,60733.0,0.0,4570.7954,12047418,5257793,49482.0,64203.0,548813.0,2016
110140,13,Hospital de Peñaflor,Hospital de Peñaflor,-33.6051,-70.8789,36718.0,0.0,1552.516381329916,5136369,1346493,14663.0,59581.0,301931.0,2016
110130,13,Hospital Adalberto Steeger (Talagante),Hospital de Talagante,-33.6727,-70.9278,51042.0,0.0,4063.0974,10280669,4784795,41691.0,42540.0,556348.0,2016
110120,13,Hospital Dr. Félix Bulnes Cerda (Santiago - Quinta Normal),Hospital Félix Bulnes,-33.4358,-70.6867,173166.0,0.0,17256.8721,30728043,24028614,192111.0,115446.0,1095963.0,2016
110100,13,Hospital San Juan de Dios (Santiago - Santiago),Hospital San Juan de Dios,-33.4378,-70.6632,283788.0,0.0,20126.2836,45967788,38504571,192925.0,58441.0,3647737.0,2016
110110,13,Instituto Traumatológico Dr. Teodoro Gebauer,Instituto Traumatológico,-33.4413,-70.6638,42641.0,0.0,4089.995,6712129,7040707,30054.0,52353.0,233413.0,2016
114101,13,Complejo Hospitalario Dr. Sótero del Río (Santiago - Puente Alto),Hospital Sotero del Río,-33.5847,-70.5782,446155.0,0.0,36026.2356,0,0,281589.0,183332.0,2800313.0,2016
114102,13,Hospital San José de Maipo,Hospital San José de Maipo,-33.6764,-70.3508,1074.0,0.0,1187.4654630309583,0,0,68245.0,20248.0,158314.0,2016
114105,13,Hospital Clínico Metropolitano La Florida Dra. Eloisa Díaz Inzunza,Hospital La Florida,-33.5208,-70.5994,185743.0,0.0,12947.7524,73511288,46531780,147095.0,78770.0,765832.0,2016
114103,13,Hospital Padre Alberto Hurtado (San Ramón),Hospital Padre Alberto Hurtado,-33.5119,-70.6446,132236.0,0.0,11120.868,37678859,28573475,130999.0,126771.0,1494914.0,2016
133150,10,Hospital de Castro,Hospital Castro,-42.4794,-73.7659,80547.0,0.0,5558.0008,--,--,46778.0,49507.0,433161.0,2016
133165,10,Hospital de Quellón,Hospital Quellón,-43.1171,-73.6256,13477.0,0.0,1303.3822989009911,--,--,12081.0,36479.0,132184.0,2016
133160,10,Hospital Comunitario de Achao,Hospital Achao,-42.4806,-73.4826,97.0,0.0,458.22281126905176,--,--,6880.0,8277.0,61752.0,2016
133170,10,Hospital de Queilén,Hospital Queilen,-42.8825,-73.4697,141.0,0.0,99.688854324066,--,--,1460.0,7103.0,0.0,2016
133155,10,Hospital de Ancud,Hospital Ancud,-41.8703,-73.8222,33110.0,0.0,2556.9816161355807,--,--,23415.0,47766.0,256582.0,2016
104102,3,Hospital Dr. Florencio Vargas (Diego de Almagro),Hospital Diego de Almagro,-26.3799,-70.2974,0.0,0.0,,1451544,381151,,15749.0,121291.0,2016
111195,13,Hospital de Urgencia Asistencia P�blica Dr. Alejandro del R�o,004 Hospital De Urgencia Asistencia Publica,-33.444,-70.6385,11453.0,0.0,13614.5284,37483448,19520252,108711.0,66358.0,861014.0,2016
123104,10,Hospital Mision San Juan de la Costa,,-40.4925,-73.4031,0.0,0.0,121.52873973272422,805996,265254,4439.0,1397.0,17400.0,2016
101100,15,Hospital Dr. Juan Noé Crevanni (Arica),Hospital Doctor Juan Noé,-18.4827,-70.3126,213595.0,0.0,12973.8202,27302702,16966132,113311.0,135227.0,1157269.0,2017
102100,1,Hospital Dr. Ernesto Torres Galdames (Iquique),Hospital Iquique,-20.2139,-70.1383,195091.0,0.0,14122.2208,39576665,19423838,161383.0,91123.0,994542.0,2017
103100,2,Hospital Dr. Leonardo Guzmán (Antofagasta),Hospital de Antofagasta,-23.6597,-70.3959,224019.0,0.0,16165.863,41466624,28430399,196717.0,52998.0,1277696.0,2017
103101,2,Hospital Dr. Carlos Cisternas (Calama),Hospital de Calama,-22.445,-68.9181,77859.0,0.0,6546.982400000001,14710851,8314550,72833.0,80521.0,509442.0,2017
103102,2,Hospital Dr. Marcos Macuada (Tocopilla),Hospital de Tocopilla,-22.0882,-70.1929,5983.0,0.0,1107.267908322496,4049197,2103232,14564.0,47889.0,161689.0,2017
103103,2,Hospital 21 de Mayo (Taltal),Hospital de Taltal,-25.4036,-70.4869,167.0,0.0,544.1900021134995,2155770,700093,8008.0,23486.0,64137.0,2017
103104,2,Hospital de Mejillones,Hospital de Mejillones,-23.0931,-70.4575,0.0,0.0,155.5007506877432,1390254,454774,3285.0,20347.0,1167.0,2017
104100,3,Hospital San José del Carmen (Copiapó),Hospital Regional de Copiapó,-27.3668,-70.3417,141088.0,0.0,8864.804,24403896,15096365,110991.0,100667.0,681309.0,2017
104101,3,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral),Hospital de Chañaral,-26.3442,-70.6071,10.0,0.0,318.2130225722249,1546859,380363,13715.0,24023.0,65042.0,2017
104103,3,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar),Hospital de Vallenar,-28.5765,-70.3578,48522.0,0.0,4055.3884,11316177,6193082,41610.0,56529.0,374368.0,2017
104104,3,Hospital Dr. Manuel Magalhaes Medling (Huasco),Hospital de Huasco,-28.4568,-70.2929,0.0,0.0,140.3983771315846,1526596,360098,3776.0,12359.0,44245.0,2017
105100,4,Hospital San Juan de Dios (La Serena),Hospital La Serena,-29.9065,-70.2432,228931.0,0.0,12832.414,26192709,19649343,122444.0,71544.0,1114574.0,2017
105101,4,Hospital San Pablo (Coquimbo),Hospital Coquimbo,-30.0168,-71.2544,131139.0,0.0,14642.5083,27329383,18369938,122749.0,92290.0,868682.0,2017
105102,4,Hospital Dr. Antonio Tirado Lanas (Ovalle),Hospital Ovalle,-30.5991,-71.2124,122913.0,0.0,6249.966,15999566,8962984,80208.0,68236.0,797327.0,2017
105103,4,Hospital Dr. Humberto Elorza Cortés (Illapel),Hospital Illapel,-31.6277,-71.3682,30144.0,0.0,2825.039896818548,5409353,1695261,25935.0,34088.0,214712.0,2017
105104,4,Hospital de Salamanca,Hospital Salamanca,-31.6344,-71.3425,387.0,0.0,337.9180655364579,2575713,1070638,6977.0,65464.0,109076.0,2017
105105,4,Hospital San Juan de Dios (Combarbalá),Hospital Combarbalá,-31.2125,-71.2355,0.0,0.0,242.78019276058905,1604753,523762,7347.0,9553.0,55634.0,2017
105106,4,Hospital Dr. José Arraño (Andacollo),Hospital de Andacollo,-29.9047,-71.5976,0.0,0.0,124.9958798152164,1449198,556686,5476.0,15696.0,82655.0,2017
105107,4,Hospital San Juan de Dios (Vicuña),Hospital Vicuña,-30.0309,-70.7087,0.0,0.0,491.6735923460892,1885435,698929,10702.0,35277.0,180180.0,2017
105108,4,Hospital San Pedro (Los Vilos),Hospital Los Vilos,-31.9075,-71.5144,2405.0,0.0,538.3160113850922,2636939,875642,12405.0,29991.0,154592.0,2017
106100,5,Hospital Carlos Van Buren (Valparaíso),Hospital Carlos Van Buren,-33.0458,-71.6229,236458.0,0.0,16798.485,45034968,28639461,155019.0,226446.0,1392346.0,2017
106103,5,Hospital Claudio Vicuña ( San Antonio),Hospital Claudio Vicuña,-33.5996,-71.5598,72849.0,0.0,4827.9800000000005,11398652,6553893,60422.0,66517.0,666780.0,2017
106104,5,Hospital Del Salvador (Valparaíso),Hospital Del Salvador,-33.0472,-71.3567,14806.0,0.0,550.9822777095295,4865964,1814877,31854.0,0.0,0.0,2017
106105,5,Hospital San José (Casablanca),Hospital San José Casablanca,-33.3205,-71.4102,0.0,0.0,298.8469079793281,1926544,657964,4930.0,29403.0,8790.0,2017
106102,5,Hospital Dr. Eduardo Pereira Ramírez (Valparaíso),Hospital Doctor Eduardo Pereira,-33.0384,-71.6264,69393.0,0.0,4318.6176,11017215,5116721,56522.0,0.0,658675.0,2017
107100,5,Hospital Dr. Gustavo Fricke (Viña del Mar),Hospital Doctor Gustavo Fricke,-33.0214,-71.5537,240879.0,0.0,26063.5095,47220040,39855547,193722.0,139038.0,1887317.0,2017
107101,5,Hospital San Martín (Quillota),Hospital de Quillota,-32.8833,-71.2482,153505.0,0.0,6869.907899999999,17561446,11696213,88781.0,81500.0,1031496.0,2017
107102,5,Hospital de Quilpué,Hospital de Quilpué,-33.0458,-71.4457,66125.0,0.0,5099.9436,15153635,6848820,53144.0,70716.0,380037.0,2017
107103,5,Hospital Dr. Mario Sánchez Vergara (La Calera),Hospital de La Calera,-32.7875,-71.2035,5555.0,0.0,1244.0451237334332,4478205,1189189,15226.0,45136.0,108130.0,2017
107110,5,Hospital Centro Geriátrico Paz de la Tarde (Limache),Hospital Geriátrico Paz de la Tarde,-33.0098,-71.2544,2692.0,0.0,438.6301804759448,2360204,525669,22418.0,0.0,0.0,2017
107104,5,Hospital Santo Tomás (Limache),Hospital de Limache,-33.0103,-71.2549,752.0,0.0,1200.6116102638337,4535069,1404222,20805.0,56803.0,164678.0,2017
107105,5,Hospital San Agustín (La Ligua),Hospital de La Ligua,-32.4478,-71.2316,9871.0,0.0,816.4889853302836,3935995,1041908,21535.0,43107.0,69647.0,2017
107106,5,Hospital Dr. Víctor Hugo Moll (Cabildo),Hospital Cabildo,-32.4285,-71.0639,1314.0,0.0,384.711312781568,1697264,615892,7665.0,27109.0,91634.0,2017
107107,5,Hospital de Petorca,Hospital Petorca,-32.2594,-70.9392,1353.0,0.0,234.5566559846796,1279618,331934,6570.0,11447.0,6859.0,2017
107108,5,Hospital Adriana Cousiño (Quintero),Hospital de Quintero,-32.7844,-71.5269,48.0,0.0,706.09489910415,2867275,1318020,9216.0,47034.0,199164.0,2017
107109,5,Hospital Juana Ross de Edwards (Peñablanca - Villa Alemana),Hospital Peñablanca,-33.0424,-71.3724,1112.0,0.0,1928.668243100663,4411226,1685730,29220.0,34322.0,142311.0,2017
108100,5,Hospital de San Camilo (San Felipe),Hospital San Camilo de San Felipe,-32.7521,-70.7254,124204.0,0.0,7757.44,15380150,7885000,79880.0,70255.0,585576.0,2017
108101,5,Hospital San Juan de Dios (Los Andes),Hospital San Juan de Dios de Los Andes,-32.8325,-70.5984,97733.0,0.0,6005.6678,12694027,6739997,57360.0,81437.0,498568.0,2017
108102,5,Hospital San Francisco (Llaillay),Hospital San Francisco de Llay Llay,-32.8377,-70.9502,1770.0,0.0,814.4356455668271,2427118,728749,12450.0,49677.0,151505.0,2017
108104,5,Hospital San Antonio (Putaendo),Hospital San Antonio de  Putaendo,-32.6214,-70.7253,0.0,0.0,519.0367143001089,1382143,400000,10220.0,21867.0,13811.0,2017
108105,5,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo),Hospital Psiquiátrico Doctor  Philippe Pinel de Putaendo,-32.6212,-70.7263,2218.0,0.0,599.8290620134641,6648878,2157145,94788.0,4910.0,0.0,2017
115100,6,Hospital Regional de Rancagua,Hospital Rancagua,-34.1713,-70.7449,238662.0,0.0,21584.8389,46631674,35042623,199181.0,106515.0,1883916.0,2017
115101,6,Hospital Santa Filomena (Graneros),Hospital Graneros,-34.0667,-70.7264,0.0,0.0,694.3976889536902,2454607,653952,9490.0,42768.0,167031.0,2017
115102,6,Hospital de Coínco,Hospital Coínco,-34.2667,-70.9933,0.0,0.0,413.046806656641,1360848,398567,5208.0,16699.0,33450.0,2017
115103,6,Hospital Del Salvador (Peumo),Hospital Peumo,-34.3903,-71.2542,0.0,0.0,603.6530481340058,1947473,570824,17442.0,23871.0,101688.0,2017
115104,6,Hospital Dr. Ricardo Valenzuela Sáez (Rengo),Hospital de Rengo,-34.4065,-70.8587,65149.0,0.0,4565.131636880164,5273624,8742909,40885.0,103213.0,344263.0,2017
115105,6,Hospital San Vicente de Tagua-Tagua,Hospital San Vicente,-34.4487,-70.9682,18436.0,0.0,2200.332755337316,3316482,1966199,17855.0,62457.0,262148.0,2017
115106,6,Hospital de Pichidegua,Hospital Pichidegua,-34.2998,-71.2786,1.0,0.0,357.24730479552244,1282028,402992,4566.0,27281.0,54926.0,2017
115107,6,Hospital San Juan de Dios (San Fernando),Hospital San Fernando,-34.5817,-70.9899,113419.0,0.0,5722.7898,12580936,8748584,58701.0,76885.0,521722.0,2017
115108,6,Hospital Mercedes (Chimbarongo),Hospital Chimbarongo,-34.7239,-71.0394,0.0,0.0,767.1340906459849,1821007,653149,7300.0,30273.0,71321.0,2017
115109,6,Hospital de Nancagua,Hospital Nancagua,-34.7012,-71.1288,4.0,0.0,224.0063032186271,1335976,421804,3285.0,25334.0,63572.0,2017
115110,6,Hospital de Santa Cruz,Hospital Santa Cruz,-34.6364,-71.3657,70762.0,0.0,3423.1192,7189468,5738974,32048.0,63057.0,593522.0,2017
115111,6,Hospital de Marchigüe,Hospital Marchigue,-34.4231,-71.5873,0.0,0.0,153.518273971518,994106,299483,3276.0,7581.0,48389.0,2017
115112,6,Hospital de Pichilemu,Hospital Pichilemu,-34.3869,-72.0095,0.0,0.0,552.2523358280026,1693189,839167,8808.0,24741.0,219911.0,2017
115113,6,Hospital de Lolol,Hospital de Lolol,-34.7589,-71.6721,0.0,0.0,160.70524834900263,1023941,323380,3650.0,8532.0,66796.0,2017
115114,6,Hospital de Litueche,Hospital de Litueche,-34.1344,-71.6822,0.0,0.0,111.95825924570076,1065550,293664,2920.0,9308.0,39980.0,2017
116100,7,Hospital San Juan de Dios (Curicó),Hospital Curicó,-34.9824,-71.2433,166437.0,0.0,9947.0109,22796232,16272144,111121.0,82323.0,2169785.0,2017
116101,7,Hospital de Teno,Hospital de Teno,-34.8749,-71.1676,0.0,0.0,987.0343804415496,1891344,408832,9903.0,30379.0,106635.0,2017
116102,7,Hospital de Molina,Hospital Molina,-35.1155,-71.2826,1727.0,0.0,1272.7152031974676,3014485,658548,19065.0,29509.0,249446.0,2017
116103,7,Hospital de Hualañé,Hospital Hualane,-34.9768,-71.7986,0.0,0.0,417.5335143978223,1247204,400876,4380.0,15498.0,126838.0,2017
116104,7,Hospital de Licantén,Hospital Licantén,-34.9983,-71.8771,0.0,0.0,127.49811661385638,1316139,416666,2876.0,10979.0,71821.0,2017
116105,7,Hospital Dr. César Garavagno Burotto (Talca),Hospital Talca,-35.4232,-71.6485,387893.0,0.0,27530.250000000004,51581216,31019580,235629.0,104183.0,2821799.0,2017
116106,7,Hospital de Curepto,Hospital Curepto,-35.0834,-72.0038,0.0,0.0,307.9577345407671,1393596,359516,2910.0,7668.0,48742.0,2017
116107,7,Hospital de Constitución,Hospital Constitución,-35.3329,-72.4162,16058.0,0.0,2442.3882976857885,4616951,1406665,28488.0,38246.0,404368.0,2017
116108,7,Hospital Presidente Carlos Ibáñez del Campo (Linares),Hospital Linares,-35.8487,-71.5901,118300.0,0.0,9091.9804,18841724,9170788,82719.0,63592.0,960117.0,2017
116109,7,Hospital Dr. Abel Fuentealba Lagos de San Javier,Hospital San Javier,-35.5911,-71.7362,9645.0,0.0,2936.7312873160067,3630080,1101493,23804.0,50061.0,257059.0,2017
116110,7,Hospital San José (Parral),Hospital Parral,-36.1438,-71.8369,25063.0,0.0,3113.28,4782991,1733187,36541.0,45297.0,386171.0,2017
116111,7,Hospital San Juan de Dios (Cauquenes),Hospital Cauquenes,-35.9637,-72.3228,21642.0,0.0,3429.790000856686,6181051,1767449,42128.0,31122.0,332987.0,2017
116112,7,Hospital Dr. Benjamín Pedreros (Chanco),Hospital Chanco,-35.7335,-72.5435,41.0,0.0,494.3912342361056,1534076,410329,7721.0,16957.0,52117.0,2017
117101,16,Hospital Clínico Herminda Martín (Chillán),Hospital de Chillán,-36.6063,-72.1024,306879.0,0.0,16045.149,41241309,23104577,172394.0,136498.0,1608671.0,2017
117102,16,Hospital de San Carlos,Hospital de San Carlos,-36.4267,-71.9592,88484.0,0.0,4607.0357,11675669,5955066,43611.0,86878.0,388408.0,2017
117103,16,Hospital Comunitario de Salud Familiar de Bulnes,Hospital de Bulnes,-36.7411,-72.2996,796.0,0.0,1295.6029894786675,3036433,1178307,19074.0,39348.0,171562.0,2017
117104,16,Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay),Hospital de Yungay,-37.1013,-71.9325,0.0,0.0,975.159331782677,2310956,890710,15698.0,22876.0,133947.0,2017
117106,16,Hospital Comunitario de Salud Familiar de Quirihue,Hospital de Quirihue,-36.2821,-72.5323,349.0,0.0,636.9594142553501,2416940,942682,17684.0,20794.0,125232.0,2017
117108,16,Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu,Hospital de Coelemu,-36.4942,-72.7081,996.0,0.0,710.6129611038963,2655566,905671,17135.0,29007.0,116282.0,2017
117107,16,Hospital Comunitario de Salud Familiar de El Carmen,Hospital El Carmen,-36.5639,-72.0405,212.0,0.0,585.6032937574333,2211330,982648,8393.0,19861.0,118646.0,2017
118100,8,Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción),Hospital Guillermo  Grant Benavente,-36.8201,-73.0503,393238.0,0.0,33904.4706,78370653,54640155,302112.0,143471.0,3019394.0,2017
118103,8,Hospital Traumatológico (Concepción),Hospital Traumatológico,-36.8276,-73.0565,95611.0,0.0,3801.1886068657977,7241901,7277304,36058.0,0.0,28907.0,2017
118105,8,Hospital San José (Coronel),Hospital de Coronel,-37.0302,-73.1412,23642.0,0.0,3875.436,11113391,3137289,39555.0,131101.0,642591.0,2017
118106,8,Hospital de Lota,Hospital Lota,-37.0887,-73.1581,33308.0,0.0,2903.099937342783,8934338,3298815,34402.0,65534.0,510389.0,2017
118107,8,Hospital Clorinda Avello (Santa Juana),Hospital Santa Juana,-37.1696,-72.9339,0.0,0.0,636.16721636022,1769796,652405,14779.0,16270.0,9781.0,2017
118108,8,Hospital San Agustín de Florida,Hospital Florida,-36.8227,-72.6696,0.0,0.0,215.2936753957722,1477096,550780,5840.0,9689.0,1635.0,2017
119100,8,Hospital Las Higueras (Talcahuano),Hospital Higueras,-36.7185,-73.1217,377760.0,0.0,19145.9135,40733467,29403993,154308.0,117812.0,2075769.0,2017
119101,8,Hospital de Tomé,Hospital Tome,-36.6206,-72.9515,59057.0,0.0,2773.4221806941005,7790642,2800876,33290.0,46129.0,454742.0,2017
119102,8,Hospital Penco - Lirquén,Hospital Penco Lirquén,-36.7399,-72.9955,60103.0,0.0,2023.694944721073,6777081,3264574,21602.0,44766.0,492758.0,2017
120107,8,Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil,Hospital Huepil,-37.6869,-72.0197,0.0,0.0,523.8439239138872,2040559,941302,6341.0,25600.0,103770.0,2017
120105,8,Hospital Comunitario de Laja,Hospital de Laja,-37.2837,-72.7105,0.0,0.0,700.0280920429982,3038063,1442881,10220.0,34335.0,166905.0,2017
120101,8,Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles),Hospital de Los Ángeles,-37.4621,-72.3604,275002.0,0.0,21282.3908,45195181,35874466,196512.0,124442.0,2435680.0,2017
120102,8,Hospital Comunitario de Mulchén,Hospital de Mulchén,-37.7222,-72.2329,0.0,0.0,1451.9016163967776,3554576,1724136,31767.0,55102.0,136633.0,2017
120103,8,Hospital Comunitario de Nacimiento,Hospital de Nacimiento,-37.5079,-72.6766,0.0,0.0,953.218816983318,3039480,1129548,16794.0,34858.0,179526.0,2017
120104,8,Hospital Comunitario de Yumbel,Hospital de Yumbel,-37.0846,-72.5645,0.0,0.0,1076.4757921237326,2413941,980047,19344.0,29774.0,148240.0,2017
120106,8,Hospital Comunitario de Santa Bárbara,Hospital Santa Bárbara,-37.6637,-72.0153,0.0,0.0,523.7028322115686,2592948,958897,11872.0,31040.0,144843.0,2017
128113,8,Hospital San Vicente (Arauco),Hospital Arauco,-37.2462,-73.3219,23455.0,0.0,1837.938733339657,5711346,2624744,20346.0,41010.0,342590.0,2017
128111,8,Hospital Intercultural Kallvu Llanka (Cañete),Hospital de Cañete,-37.8047,-73.3832,18579.0,0.0,3021.054975503452,8951720,3532926,33101.0,48353.0,459477.0,2017
128112,8,Hospital de Contulmo,Hospital Contulmo,-38.0172,-73.2277,340.0,0.0,205.23895054952928,1439240,655330,3955.0,11397.0,94306.0,2017
128109,8,Hospital Provincial Dr. Rafael Avaría (Curanilahue),Hospital Curanilahue,-37.4764,-73.3437,31293.0,0.0,4001.1816,13143477,4632090,37377.0,44559.0,617923.0,2017
128110,8,Hospital de Lebu,Hospital Lebu,-37.6088,-73.6595,1753.0,0.0,1497.414498617358,4647919,1798364,23209.0,50346.0,301460.0,2017
129100,9,Hospital Dr. Mauricio Heyermann (Angol),Hospital Angol,-37.7966,-72.7099,84919.0,0.0,5664.28,12865662,4963823,82612.0,77469.0,408131.0,2017
129106,9,Hospital San José de Victoria,Hospital Victoria,-38.2363,-72.3315,64052.0,0.0,4828.5882,13141401,6090898,64173.0,62132.0,459975.0,2017
129104,9,Hospital Dr. Dino Stagno M.(Traiguén),Hospital Traiguén,-38.2502,-72.6886,3221.0,0.0,1332.2064208416675,4037884,1329605,29565.0,39573.0,164722.0,2017
129103,9,Hospital de Collipulli,Hospital de Collipulli,-37.9536,-72.4364,0.0,0.0,709.1127435033814,2665842,917701,9987.0,41390.0,130441.0,2017
129101,9,Hospital de Purén,Hospital Purén,-38.0503,-72.6734,0.0,0.0,565.3686030400002,2001911,682133,8005.0,19094.0,96488.0,2017
129107,9,Hospital Dr. Oscar Hernández E.(Curacautín),Hospital Curacautín,-38.4353,-71.8888,0.0,0.0,814.8322245890829,2589734,776837,8922.0,24950.0,126070.0,2017
129108,9,Hospital de Lonquimay,Hospital de Lonquimay,-38.4476,-71.2306,0.0,0.0,669.5400423506288,1996409,512396,7160.0,10933.0,53832.0,2017
121113,9,Hospital Dr. Eduardo González Galeno (Cunco),Hospital de Cunco,-38.9325,-72.0292,180.0,0.0,806.6300504214352,1769246,684013,7824.0,21421.0,89131.0,2017
121114,9,Hospital Intercultural de Nueva Imperial,Hospital Nueva Imperial,-38.7449,-72.9503,27495.0,0.0,3148.6022000000003,8043820,5955764,53959.0,45497.0,818350.0,2017
121121,9,Hospital de Villarrica,Hospital Villarica,-39.2868,-72.2278,39805.0,0.0,2503.0256000000004,6950856,3642178,20815.0,58096.0,572264.0,2017
121115,9,Hospital de Carahue,Hospital Carahue,-38.7082,-73.1669,0.0,0.0,587.8389934210186,1913258,738128,10950.0,32011.0,113946.0,2017
121119,9,Hospital de Gorbea,Hospital Gorbea,-39.0973,-72.6763,0.0,0.0,455.3250829254964,1615914,714871,9681.0,22648.0,154570.0,2017
121117,9,Hospital de Pitrufquén,Hospital Pitrufquén,-39.2291,-72.6402,19261.0,0.0,1895.2416,5488530,2988012,26494.0,46081.0,539523.0,2017
121116,9,Hospital Dr. Arturo Hillerns Larrañaga (Saavedra),Hospital Puerto Saavedra,-38.7779,-73.4003,0.0,0.0,387.5783976437051,1663841,627647,8851.0,11580.0,48993.0,2017
121118,9,Hospital de Toltén,Hospital Toltén,-39.2144,-73.2075,254.0,0.0,609.7115893163066,1754240,571901,8486.0,9894.0,123424.0,2017
121111,9,Hospital de Galvarino,Hospital Galvarino,-38.4178,-72.7738,0.0,0.0,522.8660533028244,1468860,547229,9125.0,15037.0,84109.0,2017
121110,9,Hospital Dr. Abraham Godoy (Lautaro),Hospital Lautaro,-38.5277,-72.4466,27283.0,0.0,2184.4188,7329878,4994411,26280.0,67022.0,691015.0,2017
121120,9,Hospital de Loncoche,Hospital Loncoche,-39.3702,-72.6311,0.0,0.0,837.7941663527063,2271470,1132645,15019.0,30699.0,156137.0,2017
121112,9,Hospital de Vilcún,Hospital Vilcún,-38.6547,-72.2248,0.0,0.0,649.3056795294431,1508209,720210,10522.0,19616.0,137587.0,2017
121109,9,Hospital Dr. Hernán Henríquez Aravena (Temuco),Hospital Temuco,-38.7335,-72.5963,317007.0,0.0,25117.8384,60287182,53265696,249330.0,134968.0,3101142.0,2017
122100,14,Hospital Clínico Regional (Valdivia),Hospital de Valdivia,-39.8099,-73.2459,248852.0,0.0,17319.225000000002,38382355,32554523,172835.0,99129.0,2028122.0,2017
122101,14,Hospital de Corral,Hospital de Corral,-39.8826,-73.4306,0.0,0.0,275.7743233510587,1273275,569091,2582.0,10504.0,44486.0,2017
122102,14,Hospital de Los Lagos,Hospital de Los Lagos,-39.8561,-72.8254,0.0,0.0,788.4828672625289,1421144,474076,12094.0,26901.0,58597.0,2017
122103,14,Hospital de Lanco,Hospital de Lanco,-39.4529,-72.7751,0.0,0.0,573.1219934326883,2436888,727672,7300.0,25529.0,81499.0,2017
122104,14,Hospital Juan Morey (La Unión),Hospital de La Unión,-40.2931,-73.0812,11628.0,0.0,2728.5161447404766,4251823,1617285,36812.0,42021.0,241406.0,2017
122105,14,Hospital de Río Bueno,Hospital de Río Bueno,-40.3326,-72.9535,6811.0,0.0,1750.0678804425297,2540230,837113,20494.0,33745.0,233299.0,2017
122106,14,Hospital de Paillaco,Hospital de Paillaco,-40.0692,-72.8776,0.0,0.0,855.6957050273874,2100583,475967,12174.0,41443.0,139478.0,2017
122200,14,Hospital de Mariquina,Hospital Santa Elisa De San Jose De La Mariquina,-39.5332,-72.9767,0.0,0.0,1000.9964471530212,0,0,18330.0,46243.0,133644.0,2017
123100,10,Hospital Base San José de Osorno,Hospital de Osorno,-40.5744,-73.1252,222208.0,0.0,14548.141,35541318,19977484,135103.0,97413.0,1608790.0,2017
123103,10,Hospital de Puerto Octay,Hospital Puerto Octay,-40.9736,-72.9002,0.0,0.0,174.83602043434803,1780163,413313,3575.0,14361.0,104961.0,2017
123101,10,Hospital de Purranque,Hospital Purranque,-40.9074,-73.1689,2914.0,0.0,1387.7727270444775,2674813,1245670,13573.0,34575.0,230340.0,2017
123102,10,Hospital de Río Negro,Hospital de Río Negro,-40.7839,-73.2163,0.0,0.0,337.81836690201624,2154724,452559,9708.0,30162.0,108392.0,2017
